id,time,antenna,rssi,phase,channel,channelNum,epc
141,1247100,1,-42.0,4.620350133111551,920.625,0,FFFF
142,1258240,2,-69.5,0.6810874698212244,920.625,0,FFFF
143,1271439,3,-67.0,2.3746022596469727,920.625,0,FFFF
144,1281169,0,-39.5,1.6935147898257474,920.625,0,FFFF
145,1289113,0,-39.0,1.7364662518865455,920.625,0,FFFF
146,1302102,1,-41.5,4.988505522204105,920.625,0,FFFF
147,1304676,1,-41.5,4.957825906446392,920.625,0,FFFF
148,1317284,2,-68.0,0.589048622548086,920.625,0,FFFF
149,1320310,2,-69.0,0.4540583132141496,920.625,0,FFFF
150,1329656,3,-65.5,2.1414371798883547,920.625,0,FFFF
151,1332496,3,-64.0,2.1537090261914402,920.625,0,FFFF
152,1343960,0,-38.5,1.9082721001297376,920.625,0,FFFF
153,1352512,0,-38.5,1.8591847149173972,920.625,0,FFFF
154,1361755,1,-41.5,5.197126909356552,920.625,0,FFFF
155,1364364,1,-42.5,5.221670601962723,920.625,0,FFFF
156,1374179,2,-67.0,0.4970097752749476,920.625,0,FFFF
157,1376719,2,-68.0,0.4295146206079794,920.625,0,FFFF
158,1386021,3,-64.0,2.1168934872821845,920.625,0,FFFF
159,1388885,3,-64.0,2.2212041808584084,920.625,0,FFFF
160,1398349,0,-39.0,1.8407769454627694,920.625,0,FFFF
161,1403540,0,-39.0,1.8285050991596838,920.625,0,FFFF
162,1419501,1,-42.5,5.3198453723874035,920.625,0,FFFF
163,1423165,1,-42.0,5.368932757599744,920.625,0,FFFF
164,1433702,2,-68.5,0.11658253987930856,920.625,0,FFFF
165,1436027,2,-69.0,0.4356505437595217,920.625,0,FFFF
166,1445776,3,-65.0,2.1659808724945258,920.625,0,FFFF
167,1448354,3,-65.0,2.1966604882522383,920.625,0,FFFF
168,1457570,0,-39.0,1.705786636128833,920.625,0,FFFF
169,1460183,0,-39.0,1.7364662518865455,920.625,0,FFFF
170,1471531,1,-43.0,5.43029198911517,920.625,0,FFFF
171,1474127,1,-43.0,5.436427912266712,920.625,0,FFFF
172,1483432,2,-69.5,0.1656699250916489,920.625,0,FFFF
173,1486730,2,-68.0,0.14112623248547873,920.625,0,FFFF
174,1496255,3,-65.0,2.251883796616121,920.625,0,FFFF
175,1498825,3,-65.0,2.0984857178275576,920.625,0,FFFF
176,1508266,0,-39.0,1.705786636128833,920.625,0,FFFF
177,1514244,0,-38.5,1.748738098189631,920.625,0,FFFF
178,1527196,1,-43.0,5.706408530934585,920.625,0,FFFF
179,1529561,1,-43.0,5.712544454086128,920.625,0,FFFF
180,1543583,2,-68.5,6.252505691421874,920.625,0,FFFF
181,1546427,2,-67.0,6.270913460876501,920.625,0,FFFF
182,1555701,3,-63.5,2.0800779483729297,920.625,0,FFFF
183,1558562,3,-63.0,2.086213871524472,920.625,0,FFFF
184,1568461,0,-39.0,1.8653206380689396,920.625,0,FFFF
185,1571065,0,-39.0,1.877592484372025,920.625,0,FFFF
186,1592725,1,-42.5,6.050020227420969,920.625,0,FFFF
187,1595594,1,-42.5,6.080699843178682,920.625,0,FFFF
188,1606561,2,-66.5,6.050020227420969,920.625,0,FFFF
189,1609095,2,-66.5,6.2034183062095325,920.625,0,FFFF
190,1618353,3,-62.0,1.9512235621905356,920.625,0,FFFF
191,1620934,3,-62.0,2.0125827937059615,920.625,0,FFFF
192,1630487,0,-39.0,2.000310947402876,920.625,0,FFFF
193,1633073,0,-39.0,2.0125827937059615,920.625,0,FFFF
194,1642591,1,-43.5,0.04908738521234035,920.625,0,FFFF
195,1646612,1,-43.0,0.018407769454627854,920.625,0,FFFF
196,1657218,2,-66.5,5.8045833013592665,920.625,0,FFFF
